Climatico,ML,Precicion,MAPE,RMSE,t/h,kg/h,R2
'TGW-BM-CT_UAV_1-CT_UAV_3-YLD',XGB,0.92460762544396,0.07539237455604,55.07755314000430,0.55077553140004,550.77553140004300,0.68505539776923
'TGW-BM-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.92453824237243,0.07546175762757,57.78640373724010,0.57786403737240,577.86403737240100,0.65331406062658
'TGW-BM-CT_UAV_1-YLD',XGB,0.92442666473092,0.07557333526908,53.88280603248100,0.53882806032481,538.82806032481000,0.69857081343883
'TGW-BM-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.92427640012535,0.07572359987465,57.98972652010870,0.57989726520109,579.89726520108700,0.65087012384384
'TGW-BM-CT_UAV_3-CT_UAV_4-YLD',SVR,0.92395190801996,0.07604809198004,58.16107365151610,0.58161073651516,581.61073651516100,0.64880386874970
'BM-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.92393374454264,0.07606625545736,58.26920928993180,0.58269209289932,582.69209289931900,0.64749673600388
'TGW-BM-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',SVR,0.92391775650369,0.07608224349631,58.18474585535720,0.58184745855357,581.84745855357100,0.64851792910842
'TGW-BM-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',SVR,0.92384050225160,0.07615949774840,58.32577936517470,0.58325779365175,583.25779365174700,0.64681195526852
'TGW-BM-CT_UAV_2-CT_UAV_4-YLD',SVR,0.92380723270548,0.07619276729452,58.35333188552690,0.58353331885527,583.53331885526900,0.64647819138700
PCA,RF-1000 arboles,0.92380000000000,0.07620000000000,58.58730000000000,0.58587300000000,585.87300000000000,0.64360000000000
'TGW-BM-CT_UAV_2-YLD',XGB,0.92377422991401,0.07622577008599,57.63559732281330,0.57635597322813,576.35597322813300,0.65512120690115
'TGW-BM-YLD',SVR,0.92375779531397,0.07624220468603,59.12145148172850,0.59121451481729,591.21451481728500,0.63710994313123
'TGW-BM-CT_UAV_4-YLD',XGB,0.92343145417124,0.07656854582876,55.85742969831450,0.55857429698315,558.57429698314500,0.67607326893399
'BM-CT_UAV_2-YLD',XGB,0.92330939994637,0.07669060005363,57.67752549161880,0.57677525491619,576.77525491618800,0.65461924642588
'BM-CT_UAV_1-CT_UAV_4-YLD',XGB,0.92316397415184,0.07683602584816,62.35471824246810,0.62354718242468,623.54718242468100,0.59633273194826
'TGW-BM-CT_UAV_1-YLD',SVR,0.92309389201838,0.07690610798162,58.96104767207570,0.58961047672076,589.61047672075700,0.63907640309163
'BM-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',XGB,0.92290044214008,0.07709955785992,59.95657456262460,0.59956574562625,599.56574562624600,0.62678549119975
'TGW-BM-CT_UAV_1-CT_UAV_4-YLD',SVR,0.92282401336715,0.07717598663285,59.12844985753220,0.59128449857532,591.28449857532200,0.63702402537237
'BM-YLD',XGB,0.92274702886029,0.07725297113971,58.48674404827970,0.58486744048280,584.86744048279700,0.64485984251935
'TGW-BM-CT_UAV_4-YLD',SVR,0.92267216108440,0.07732783891560,59.16632797161760,0.59166327971618,591.66327971617600,0.63655882632808
'TGW-BM-YLD',XGB,0.92193459426556,0.07806540573444,57.02884011809930,0.57028840118099,570.28840118099300,0.66234438926631
'BM-CT_UAV_4-YLD',XGB,0.92135537090115,0.07864462909885,59.19482880009520,0.59194828800095,591.94828800095200,0.63620859775186
'BM-CT_UAV_2-CT_UAV_3-YLD',XGB,0.92073633478109,0.07926366521891,60.18241663578530,0.60182416635785,601.82416635785300,0.62396857630714
'BM-CT_UAV_3-YLD',SVR,0.92018710764081,0.07981289235919,60.94519486866220,0.60945194868662,609.45194868662100,0.61437619712451
'BM-CT_UAV_2-CT_UAV_4-YLD',XGB,0.91989865770074,0.08010134229926,61.21328667721490,0.61213286677215,612.13286677214900,0.61097609420349
'BM-CT_UAV_2-CT_UAV_3-YLD',SVR,0.91927465217470,0.08072534782530,61.45116952741940,0.61451169527419,614.51169527419400,0.60794662344859
'BM-CT_UAV_1-CT_UAV_3-YLD',SVR,0.91927339362001,0.08072660637999,61.56435586205450,0.61564355862054,615.64355862054500,0.60650105448574
Quincenal,SVR,0.91920000000000,0.08080000000000,61.63790000000000,0.61637900000000,616.37900000000000,0.60560000000000
'BM-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',SVR,0.91919849556859,0.08080150443141,61.51475483662240,0.61514754836622,615.14754836622400,0.60713486566892
Semanal,SVR,0.91910000000000,0.08090000000000,61.65160000000000,0.61651600000000,616.51600000000000,0.60540000000000
Diario,SVR,0.91910000000000,0.08090000000000,61.65490000000000,0.61654900000000,616.54900000000000,0.60530000000000
'BM-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.91906643636937,0.08093356363063,61.64997856574660,0.61649978565747,616.49978565746600,0.60540574949655
'BM-CT_UAV_2-YLD',SVR,0.91904552041695,0.08095447958305,61.62726422283010,0.61627264222830,616.27264222830100,0.60569646485999
'BM-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.91897568841558,0.08102431158442,61.72163428400610,0.61721634284006,617.21634284006100,0.60448794329238
'BM-CT_UAV_1-CT_UAV_2-YLD',SVR,0.91894701567884,0.08105298432116,61.77681349423450,0.61776813494234,617.76813494234500,0.60378045074013
'BM-CT_UAV_3-CT_UAV_4-YLD',SVR,0.91893207420309,0.08106792579691,61.78101254777840,0.61781012547778,617.81012547778400,0.60372658575254
'BM-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',SVR,0.91890142042036,0.08109857957964,61.95422441139570,0.61954224411396,619.54224411395700,0.60150145302283
'BM-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',SVR,0.91885114983608,0.08114885016392,61.87948695971760,0.61879486959718,618.79486959717600,0.60246231734511
'BM-CT_UAV_2-CT_UAV_4-YLD',SVR,0.91883534427363,0.08116465572637,61.95340554082180,0.61953405540822,619.53405540821800,0.60151198714155
'BM-CT_UAV_1-YLD',SVR,0.91863729340602,0.08136270659398,62.57594429047930,0.62575944290479,625.75944290479300,0.59346333787178
'BM-CT_UAV_1-CT_UAV_4-YLD',SVR,0.91793501370641,0.08206498629359,62.76908479616780,0.62769084796168,627.69084796167800,0.59094991609980
Mensual,SVR,0.91770000000000,0.08230000000000,63.18300000000000,0.63183000000000,631.83000000000000,0.58550000000000
PCA,SVR-Lineal,0.91770000000000,0.08230000000000,63.18970000000000,0.63189700000000,631.89700000000000,0.58540000000000
'BM-CT_UAV_4-YLD',SVR,0.91769784483890,0.08230215516110,62.83083080006740,0.62830830800067,628.30830800067400,0.59014475442103
'BM-YLD',SVR,0.91768967404830,0.08231032595170,63.19510800328720,0.63195108003287,631.95108003287200,0.58537850431428
"Correlación 
",SVR-Poli,0.90640000000000,0.09360000000000,68.56160000000000,0.68561600000000,685.61600000000000,0.51200000000000
'TGW-HI-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.89477531197269,0.10522468802731,75.65146773786890,0.75651467737869,756.51467737868900,0.40581783784401
'TGW-HI-CT_UAV_1-CT_UAV_3-YLD',XGB,0.89441375032572,0.10558624967429,75.93130948015000,0.75931309480150,759.31309480150000,0.40141383846681
"Correlación 
",SVR-Sigmoide,0.89180000000000,0.10820000000000,78.72870000000000,0.78728700000000,787.28700000000000,0.35650000000000
'TGW-HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',XGB,0.89167039538580,0.10832960461420,76.16702791461810,0.76167027914618,761.67027914618100,0.39769161101353
'TGW-HI-CT_UAV_2-CT_UAV_4-YLD',XGB,0.89083610166761,0.10916389833239,76.35992014618440,0.76359920146184,763.59920146184400,0.39463706823985
'TGW-HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.89044304113533,0.10955695886467,76.61003614861930,0.76610036148619,766.10036148619300,0.39066485536667
'TGW-HI-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',SVR,0.89041971130881,0.10958028869119,76.62770622465950,0.76627706224660,766.27706224659500,0.39038373710637
'TGW-HI-CT_UAV_1-CT_UAV_4-YLD',XGB,0.89038787848738,0.10961212151262,79.03297745512690,0.79032977455127,790.32977455126900,0.35151254288871
'TGW-HI-CT_UAV_1-CT_UAV_4-YLD',SVR,0.89035306182817,0.10964693817183,76.64609632215070,0.76646096322151,766.46096322150700,0.39009109497137
'TGW-HI-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',SVR,0.89032985271936,0.10967014728064,76.65901882946490,0.76659018829465,766.59018829464900,0.38988541674174
'TGW-HI-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',XGB,0.89022603670960,0.10977396329040,78.26273200342760,0.78262732003428,782.62732003427600,0.36409110249743
'TGW-HI-CT_UAV_2-CT_UAV_4-YLD',SVR,0.89005272883873,0.10994727116127,76.95772351436300,0.76957723514363,769.57723514363000,0.38512148556915
'TGW-HI-CT_UAV_4-YLD',SVR,0.89002377413259,0.10997622586741,76.99071724818590,0.76990717248186,769.90717248185900,0.38459414442864
'TGW-HI-CT_UAV_3-CT_UAV_4-YLD',SVR,0.88968389428422,0.11031610571578,77.15641670128890,0.77156416701289,771.56416701288900,0.38194234042191
'TGW-HI-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.88966179621280,0.11033820378720,77.17369140494800,0.77173691404948,771.73691404948000,0.38166555312176
'TGW-HI-CT_UAV_2-YLD',SVR,0.88942533873779,0.11057466126221,78.06536074947900,0.78065360749479,780.65360749479000,0.36729446304733
'TGW-HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',SVR,0.88921617225543,0.11078382774458,78.17380153911750,0.78173801539118,781.73801539117500,0.36553545645864
'TGW-HI-CT_UAV_2-CT_UAV_3-YLD',SVR,0.88914309134144,0.11085690865856,78.21394477541810,0.78213944775418,782.13944775418100,0.36488367801013
'TGW-HI-CT_UAV_1-CT_UAV_2-YLD',SVR,0.88910615760929,0.11089384239071,78.24396736264230,0.78243967362642,782.43967362642300,0.36439600295823
'TGW-HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.88885982229265,0.11114017770735,76.49365902652110,0.76493659026521,764.93659026521100,0.39251471245895
'TGW-HI-CT_UAV_3-YLD',SVR,0.88853207879061,0.11146792120939,78.56895346348770,0.78568953463488,785.68953463487700,0.35910507894278
'TGW-HI-CT_UAV_3-CT_UAV_4-YLD',XGB,0.88848199216620,0.11151800783380,79.30102487699590,0.79301024876996,793.01024876995900,0.34710627682633
PCA,SVR-Poli,0.88840000000000,0.11160000000000,83.64990000000000,0.83649900000000,836.49900000000000,0.27350000000000
PCA,SVR-Sigmoide,0.88820000000000,0.11180000000000,80.38680000000000,0.80386800000000,803.86800000000000,0.32910000000000
PCA,SVR-RBF,0.88810000000000,0.11190000000000,82.73210000000000,0.82732100000000,827.32100000000000,0.28940000000000
'TGW-HI-CT_UAV_4-YLD',XGB,0.88809951210136,0.11190048789865,79.46109925567070,0.79461099255671,794.61099255670700,0.34446779796695
'TGW-HI-CT_UAV_1-CT_UAV_3-YLD',SVR,0.88807940113637,0.11192059886363,78.85201352264370,0.78852013522644,788.52013522643700,0.35447886128397
'TGW-HI-CT_UAV_2-CT_UAV_3-YLD',XGB,0.88780943411931,0.11219056588070,80.06207085161820,0.80062070851618,800.62070851618200,0.33451460071812
'TGW-HI-CT_UAV_1-YLD',XGB,0.88734891712147,0.11265108287853,81.49019139517840,0.81490191395178,814.90191395178400,0.31056144137339
'TGW-HI-CT_UAV_3-YLD',XGB,0.88712832102845,0.11287167897156,81.48763808246040,0.81487638082460,814.87638082460400,0.31060464472416
'HI-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',SVR,0.88639967241466,0.11360032758534,80.01537935898870,0.80015379358989,800.15379358988700,0.33529058479346
'HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.88635995853056,0.11364004146944,80.02354878734330,0.80023548787343,800.23548787343300,0.33515484655915
'TGW-HI-CT_UAV_1-YLD',SVR,0.88633526088449,0.11366473911551,79.93903326736540,0.79939033267365,799.39033267365400,0.33655843494731
'HI-CT_UAV_1-CT_UAV_4-YLD',SVR,0.88616704193236,0.11383295806765,80.14147560419150,0.80141475604192,801.41475604191500,0.33319390273121
'HI-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',SVR,0.88616359486963,0.11383640513037,80.15142122535940,0.80151421225359,801.51421225359400,0.33302839012262
'TGW-HI-CT_UAV_1-CT_UAV_2-YLD',XGB,0.88589474885957,0.11410525114043,80.45099148805770,0.80450991488058,804.50991488057700,0.32803338821130
'HI-CT_UAV_3-CT_UAV_4-YLD',SVR,0.88586606434395,0.11413393565605,80.36938255618400,0.80369382556184,803.69382556184000,0.32939597337134
'HI-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.88572204956938,0.11427795043062,80.47324058110470,0.80473240581105,804.73240581104700,0.32766166588125
'HI-CT_UAV_4-YLD',SVR,0.88539665515523,0.11460334484477,80.78129914922150,0.80781299149222,807.81299149221500,0.32250427396072
'HI-CT_UAV_2-CT_UAV_4-YLD',SVR,0.88536952374442,0.11463047625559,80.79809372331260,0.80798093723313,807.98093723312600,0.32222253957253
'TGW-HI-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',XGB,0.88524361188945,0.11475638811055,78.70667566537100,0.78706675665371,787.06675665371000,0.35685628179499
'HI-CT_UAV_1-CT_UAV_3-YLD',XGB,0.88467392517502,0.11532607482498,83.10678613372450,0.83106786133725,831.06786133724500,0.28293608366717
'HI-CT_UAV_2-CT_UAV_3-YLD',SVR,0.88375273940416,0.11624726059584,81.45771951502760,0.81457719515028,814.57719515027600,0.31111078124977
'TGW-HI-CT_UAV_2-YLD',XGB,0.88368011811484,0.11631988188516,81.43634671726890,0.81436346717269,814.36346717268900,0.31147223400024
'HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',SVR,0.88357889776306,0.11642110223694,81.56499351512810,0.81564993515128,815.64993515128100,0.30929515068685
'HI-CT_UAV_1-CT_UAV_2-YLD',SVR,0.88355530819576,0.11644469180425,81.57181582951010,0.81571815829510,815.71815829510100,0.30917960104981
'HI-CT_UAV_2-YLD',SVR,0.88341465889439,0.11658534110561,81.65732194544980,0.81657321945450,816.57321945449800,0.30773056310207
'HI-YLD',XGB,0.88247880643592,0.11752119356408,82.07922753102320,0.82079227531023,820.79227531023200,0.30055847192297
'HI-CT_UAV_1-CT_UAV_3-YLD',SVR,0.88242256813831,0.11757743186169,82.22975948266840,0.82229759482668,822.29759482668400,0.29799059086571
'HI-CT_UAV_2-YLD',XGB,0.88212514265369,0.11787485734631,86.19425846507470,0.86194258465075,861.94258465074700,0.22866761022118
'HI-CT_UAV_3-YLD',SVR,0.88204728743944,0.11795271256057,82.42949954666940,0.82429499546669,824.29499546669400,0.29457601918141
'HI-CT_UAV_3-CT_UAV_4-YLD',XGB,0.88163436926226,0.11836563073774,84.34808454477030,0.84348084544770,843.48084544770300,0.26135571414997
'TGW-HI-YLD',SVR,0.88138032864188,0.11861967135812,83.33963595372290,0.83339635953723,833.39635953722900,0.27891229406796
'HI-CT_UAV_2-CT_UAV_4-YLD',XGB,0.88115741375756,0.11884258624244,85.96138187785600,0.85961381877856,859.61381877856000,0.23282989678573
'HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',XGB,0.88090195495934,0.11909804504067,86.56444143403210,0.86564441434032,865.64441434032100,0.22202802033876
'HI-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.88078098616540,0.11921901383460,87.37574878774770,0.87375748787748,873.75748787747700,0.20737691987781
'HI-CT_UAV_1-YLD',SVR,0.88010462615023,0.11989537384978,83.69939457606380,0.83699394576064,836.99394576063800,0.27267330728845
'HI-CT_UAV_2-CT_UAV_3-YLD',XGB,0.87952284716069,0.12047715283931,86.61245733375250,0.86612457333753,866.12457333752500,0.22116472395386
'HI-CT_UAV_3-YLD',XGB,0.87826180491968,0.12173819508032,86.11002567162520,0.86110025671625,861.10025671625200,0.23017443298503
'HI-CT_UAV_1-YLD',XGB,0.87795743704664,0.12204256295336,86.96466871723540,0.86964668717235,869.64668717235400,0.21481754453657
'HI-CT_UAV_1-CT_UAV_2-YLD',XGB,0.87731574536465,0.12268425463535,89.57407407568270,0.89574074075683,895.74074075682700,0.16699127881183
"Correlación 
",SVR-RBF,0.87680000000000,0.12320000000000,90.73930000000000,0.90739300000000,907.39300000000000,0.14520000000000
'TGW-HI-YLD',XGB,0.87601718560458,0.12398281439542,90.06141620764470,0.90061416207645,900.61416207644700,0.15790238570795
'HI-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.87509831991263,0.12490168008737,89.12928087943400,0.89129280879434,891.29280879434000,0.17524359262335
'HI-YLD',SVR,0.87447194204453,0.12552805795547,86.57200778678960,0.86572007786790,865.72007786789600,0.22189201373852
'HI-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',XGB,0.87413346473513,0.12586653526487,89.59486595145520,0.89594865951455,895.94865951455200,0.16660451904548
'HI-CT_UAV_4-YLD',XGB,0.87385743358570,0.12614256641430,90.21610373399500,0.90216103733995,902.16103733995000,0.15500716442509
'TGW-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.87295798357402,0.12704201642598,91.34924060150940,0.91349240601509,913.49240601509400,0.13364721497106
'TGW-CT_UAV_1-CT_UAV_3-CT_UAV_4-YLD',SVR,0.87291200735287,0.12708799264713,91.42113542001920,0.91421135420019,914.21135420019200,0.13228298278925
'TGW-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',SVR,0.87285077475584,0.12714922524417,91.42153976179250,0.91421539761793,914.21539761792500,0.13227530721157
'TGW-CT_UAV_1-CT_UAV_4-YLD',SVR,0.87270740280901,0.12729259719099,91.59490450145860,0.91594904501459,915.94904501458600,0.12898121480212
'TGW-CT_UAV_3-YLD',SVR,0.87255986984375,0.12744013015625,91.09814202679350,0.91098142026794,910.98142026793500,0.13840348801341
'TGW-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',SVR,0.87237797712296,0.12762202287704,91.16254280173730,0.91162542801737,911.62542801737300,0.13718486609770
'TGW-CT_UAV_2-YLD',SVR,0.87237526774462,0.12762473225538,91.20957138183200,0.91209571381832,912.09571381832000,0.13629442500798
'TGW-CT_UAV_1-CT_UAV_2-YLD',SVR,0.87235396954127,0.12764603045873,91.22321433968800,0.91223214339688,912.23214339688000,0.13603602274037
'TGW-CT_UAV_2-CT_UAV_3-YLD',SVR,0.87234528490010,0.12765471509990,91.18708687028850,0.91187086870289,911.87086870288500,0.13672020497862
'TGW-CT_UAV_4-YLD',SVR,0.87192271304296,0.12807728695704,91.99673262738130,0.91996732627381,919.96732627381300,0.12132210810582
'TGW-CT_UAV_3-CT_UAV_4-YLD',SVR,0.87191538886660,0.12808461113340,92.02475070460130,0.92024750704601,920.24750704601300,0.12078681487911
'TGW-CT_UAV_2-CT_UAV_4-YLD',SVR,0.87190912535801,0.12809087464199,91.97025355751230,0.91970253557512,919.70253557512300,0.12182784834817
'TGW-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',SVR,0.87186750959560,0.12813249040440,92.02529783906790,0.92025297839068,920.25297839067900,0.12077636009899
'TGW-CT_UAV_1-CT_UAV_3-YLD',SVR,0.87178140959598,0.12821859040402,91.55719785808990,0.91557197858090,915.57197858089900,0.12969820740432
'TGW-CT_UAV_1-YLD',SVR,0.87088408298198,0.12911591701802,92.39193251482230,0.92391932514822,923.91932514822300,0.11375663789331
'TGW-YLD',SVR,0.86956246323083,0.13043753676917,93.75754056624900,0.93757540566249,937.57540566249000,0.08736460930241
'HI-CT_UAV_1-CT_UAV_2-CT_UAV_4-YLD',XGB,0.86950904731981,0.13049095268019,93.54534891057550,0.93545348910576,935.45348910575500,0.09149087958219
'TGW-CT_UAV_1-CT_UAV_2-CT_UAV_3-YLD',XGB,0.86914914963629,0.13085085036371,96.31833035683510,0.96318330356835,963.18330356835100,0.03683036077219
'TGW-CT_UAV_2-CT_UAV_4-YLD',XGB,0.86820989212471,0.13179010787529,98.34260218133190,0.98342602181332,983.42602181331900,-0.00407992592062
'TGW-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.86785049008518,0.13214950991482,97.56008985264480,0.97560089852645,975.60089852644800,0.01183543478089
'TGW-CT_UAV_2-YLD',XGB,0.86776173457890,0.13223826542110,94.29410129880360,0.94294101298804,942.94101298803600,0.07688896101254
'TGW-CT_UAV_4-YLD',XGB,0.86699727024555,0.13300272975446,95.99584965554640,0.95995849655546,959.95849655546400,0.04326908656680
'HI-CT_UAV_1-CT_UAV_4-YLD',XGB,0.86684671354471,0.13315328645529,93.15572172012980,0.93155721720130,931.55721720129800,0.09904320958446
'TGW-CT_UAV_1-CT_UAV_2-CT_UAV_3-CT_UAV_4-YLD',XGB,0.86554953409902,0.13445046590098,97.92569125024780,0.97925691250248,979.25691250247800,0.00441536628509
'CT_UAV_2-YLD',XGB,0.86525566601097,0.13474433398903,99.44053502246450,0.99440535022465,994.40535022464500,-0.02662490985947
