TGW,HI,BM,CT_UAV_1,CT_UAV_2,CT_UAV_3,CT_UAV_4,YLD
43.866043,0.512331,1193.955883,25.525641,24.121871,24.293872,32.329182,610.142
34.591295,0.469217,1429.090309,25.494821,23.684132,23.857023,32.267354,664.7604
38.387729,0.476116,1169.120424,25.605947,23.860411,23.585963,31.739455,555.1404
45.468922,0.461623,1527.700342,25.433711,24.138953,24.525056,31.671972,704.7524
40.367269,0.473084,1408.891695,25.275288,23.79883,23.384994,31.18691,668.4304
50.899961,0.490423,1250.949256,25.45645,24.218777,25.281333,33.050489,612.1224
43.887944,0.487463,1358.413111,25.963248,24.053377,23.415675,30.300918,662.8864
40.965936,0.485061,1526.824624,25.71126,24.197936,23.940701,31.0506,740.4936
39.891802,0.413338,1214.060696,25.898769,23.989469,24.606685,32.396484,502.8423
41.262523,0.491495,1428.357192,25.474277,24.384765,24.42901,31.020512,702.4205
40.992198,0.479883,1414.253979,25.347122,23.885734,23.556922,31.409718,679.2389
43.178096,0.490403,1406.956359,25.231628,24.360598,24.700369,32.195668,688.527
42.662523,0.488995,1393.547192,25.289277,24.114765,23.76901,32.235512,682.1505
43.896639,0.477312,1472.602024,25.570948,23.486233,22.83825,30.826927,702.5885
49.658367,0.467248,1536.142857,25.364191,23.367697,21.968046,29.90913,717.7616
41.455967,0.503603,1385.331118,25.5334,24.158565,23.699465,31.494738,695.8423
49.078968,0.488205,1152.149648,25.706812,24.46303,24.103797,31.960904,565.0905
47.008434,0.484528,1481.726733,25.741082,24.143052,23.646396,31.104364,716.9862
48.174176,0.468307,1354.23369,25.694241,24.010658,23.637547,30.974863,632.9576
45.644846,0.500923,1306.872922,25.68043,23.865209,23.844349,31.413916,655.0842
33.933874,0.394572,992.924917,25.210279,23.76388,23.342942,30.045468,391.9625
36.55831,0.486979,1279.002409,25.617465,24.234374,23.199716,30.098198,621.8436
40.415669,0.480699,1295.351807,25.425392,24.008235,24.289341,32.481287,619.8774
35.473041,0.460088,1336.824549,25.65694,23.845271,23.584951,32.49776,616.1065
43.790178,0.485699,1422.318611,25.638496,23.548208,23.440712,30.567895,690.806
45.198938,0.491119,1315.631039,25.557408,23.883998,23.741022,31.596938,646.1396
43.257816,0.456687,1473.742899,25.94978,23.801416,23.626757,30.698683,671.7929
36.917677,0.426162,1420.643133,25.425985,24.040733,23.927617,31.754969,605.9331
43.239224,0.436738,1508.669415,25.481019,24.22891,24.410134,31.293272,657.6579
42.550279,0.428817,1496.163708,25.64483,24.1753,24.088364,31.007046,641.0097
42.041423,0.480219,1315.476608,25.50836,24.193637,23.47571,30.443526,630.8865
37.6,,,28.7,30.4,31.1,26.3,623.0
39.0,0.43,1019.0,28.2,30.6,30.9,26.4,437.0
33.8,,,28.5,30.4,30.9,26.3,628.0
43.3,,,28.3,30.4,31.2,26.5,629.0
40.1,,,28.4,30.4,31.1,26.9,524.0
41.9,0.5,1262.0,28.3,29.9,31.4,27.0,633.0
32.5,,,28.0,30.1,31.0,26.7,627.0
44.1,0.47,971.0,28.5,30.7,31.4,27.1,460.0
34.5,,,28.5,30.5,31.1,27.1,651.0
33.6,0.48,1316.0,28.3,30.4,30.9,26.9,645.0
40.4,,,28.7,30.2,31.1,26.1,631.0
37.9,0.48,1369.0,28.0,30.1,31.4,26.8,653.0
47.9,,,28.7,30.4,31.5,27.0,613.0
40.2,,,28.4,30.6,31.3,26.8,533.0
35.0,,,28.4,30.3,31.2,26.4,588.0
37.1,,,28.8,30.3,31.2,26.3,578.0
44.7,0.47,1544.0,28.1,30.2,31.3,26.5,717.0
46.0,,,28.8,30.4,30.9,26.5,639.0
43.3,,,28.2,29.9,31.0,26.6,671.0
40.4,,,28.3,30.0,31.0,26.3,672.0
42.4,,,28.2,30.2,30.7,25.7,721.0
44.2,,,28.6,30.3,30.7,25.8,778.0
41.3,,,29.2,30.4,30.9,26.4,709.0
45.7,0.47,1681.0,28.4,30.3,30.6,25.7,783.0
49.0,,,28.6,30.4,30.6,26.0,724.0
40.8,0.47,1222.0,28.8,30.5,31.0,26.5,589.0
38.3,,,28.8,30.5,31.4,27.4,517.0
34.2,,,28.9,30.4,31.0,26.4,643.0
35.9,,,29.3,30.2,30.6,26.2,632.0
40.0,,,29.0,30.5,30.7,25.8,592.0
40.1,,,28.9,30.1,31.3,26.9,584.0
42.5,,,28.6,30.5,31.6,27.0,654.0
43.5,,,28.9,30.7,31.4,26.4,616.0
43.6,,,29.0,30.6,31.0,26.1,632.0
45.7,,,28.7,30.5,30.9,25.8,666.0
39.7,,,29.8,31.1,31.4,26.3,553.0
33.1,,,29.1,30.5,30.8,25.8,638.0
37.7,,,29.7,30.6,30.8,26.9,669.0
38.0,,,28.8,30.8,30.6,27.0,603.0
32.2,,,28.9,30.3,30.9,26.8,606.0
42.0,,,28.6,29.8,31.2,26.4,738.0
44.3,,,29.0,30.3,31.1,26.7,663.0
40.3,,,28.9,30.5,31.0,26.5,723.0
43.8,,,29.5,30.5,31.1,26.3,622.0
37.0,,,29.2,30.5,31.0,25.9,553.0
32.6,,,28.4,30.1,31.1,26.5,628.0
44.0,,,29.0,30.4,30.5,26.1,661.0
40.3,,,29.2,30.6,31.0,26.6,626.0
38.9,0.49,1378.0,28.4,30.2,31.0,26.6,694.0
46.4,0.49,1053.0,30.8,31.1,31.3,27.0,526.0
47.2,,,29.4,30.6,30.7,26.3,679.0
44.1,,,28.7,30.5,30.9,26.8,596.0
45.9,,,30.0,30.8,31.1,26.4,610.0
41.1,,,28.4,30.5,30.9,26.2,617.0
41.2,,,28.1,30.3,30.5,26.1,647.0
41.2,,,27.9,30.2,31.0,26.5,685.0
46.5,,,29.9,30.8,31.2,26.6,671.0
45.7,0.47,1113.0,29.1,30.7,31.2,26.5,515.0
41.8,,,30.0,31.0,31.3,26.4,500.0
37.7,0.49,1310.0,27.7,30.3,30.6,26.2,615.0
42.1,,,28.8,30.1,30.7,26.2,640.0
43.9,,,28.5,30.3,30.7,26.2,683.0
46.9,0.46,1565.0,28.0,30.2,30.5,26.2,707.0
41.5,,,28.4,30.3,31.0,26.4,750.0
46.9,,,28.0,30.3,30.5,26.1,675.0
48.2,0.45,1665.0,28.2,30.4,30.5,25.8,731.0
43.0,,,28.5,30.0,30.5,26.1,710.0
42.6,,,28.6,30.5,30.6,26.1,726.0
43.2,,,28.4,30.0,30.8,26.1,811.0
42.2,,,28.3,30.0,30.9,26.1,804.0
43.0,,,28.3,30.5,30.6,24.7,748.0
41.1,,,28.7,30.4,30.8,25.1,633.0
45.3,,,28.4,30.4,30.9,24.8,665.0
32.3,,,29.4,30.4,31.3,25.5,622.0
49.6,,,28.9,30.7,31.2,27.3,682.0
44.5,,,29.1,30.4,30.6,26.6,656.0
46.6,,,28.9,30.5,31.0,27.2,720.0
46.6,,,29.0,30.5,30.8,27.1,714.0
41.5,,,29.6,30.7,31.2,27.0,663.0
48.3,,,28.7,30.6,31.1,27.2,713.0
47.5,,,28.5,30.2,31.1,26.1,637.0
44.8,0.5,1480.0,28.0,29.8,31.2,26.4,735.0
43.7,,,30.5,30.9,31.0,26.7,602.0
49.6,0.5,1413.0,28.2,30.1,30.7,26.2,723.0
42.8,,,28.6,30.0,30.8,26.4,693.0
52.5,,,28.7,30.6,30.6,25.9,700.0
40.2,,,28.1,30.1,31.3,26.1,598.0
48.4,,,28.9,30.7,31.3,26.9,532.0
46.7,,,28.6,30.3,31.7,27.6,586.0
50.2,0.45,1595.0,28.2,30.4,31.2,26.4,704.0
42.0,,,28.7,30.4,31.1,26.5,637.0
33.7,0.46,1324.0,27.9,30.2,30.6,26.3,612.0
36.6,,,28.1,30.4,30.8,26.0,583.0
44.2,,,28.4,30.0,31.0,26.3,605.0
35.0,0.48,914.0,28.4,30.7,31.0,26.5,446.0
41.6,0.46,1544.0,28.5,30.3,30.8,26.1,709.0
34.9,,,28.3,30.3,30.8,26.1,603.0
37.8,,,29.2,30.7,31.0,26.3,633.0
43.7,,,30.3,31.4,31.1,26.7,639.0
39.7,0.51,1403.0,29.5,30.8,30.9,26.1,726.0
34.6,0.46,1112.0,29.0,30.9,31.1,26.5,478.0
50.5,0.47,1467.0,28.5,30.7,30.9,26.4,679.0
41.8,,,28.2,30.4,30.5,26.3,721.0
40.3,,,29.0,30.6,30.7,26.5,592.0
38.2,,,28.6,30.4,30.7,26.5,766.0
32.1,,,28.8,30.8,31.1,26.8,533.0
36.9,0.45,1063.0,29.0,30.9,31.0,26.9,470.0
33.8,0.39,1652.0,29.3,30.5,30.9,26.5,625.0
37.3,0.47,1490.0,28.6,30.3,30.3,25.6,681.0
42.3,0.5,1410.0,28.7,30.5,30.4,25.7,670.0
42.2,0.45,1432.0,28.5,30.4,30.3,24.8,623.0
33.6,,,28.8,30.6,31.1,26.6,611.0
44.7,0.51,1362.0,28.9,30.4,31.1,26.4,688.0
37.5,,,28.2,30.1,31.0,26.3,638.0
45.2,,,28.2,30.2,30.8,26.2,714.0
34.5,,,29.5,31.0,30.9,26.7,548.0
39.7,,,28.1,30.3,30.7,26.5,654.0
37.3,,,28.7,30.3,30.9,25.9,659.0
37.9,,,28.0,30.2,30.9,26.3,700.0
35.0,,,28.2,30.0,30.8,26.3,709.0
38.4,,,28.9,30.7,30.8,26.3,728.0
37.8,0.5,1270.0,28.4,30.5,30.9,26.4,632.0
38.0,,,28.1,30.7,30.6,26.4,667.0
41.9,,,29.4,30.8,30.9,26.2,603.0
40.2,,,28.6,30.6,30.6,25.9,780.0
42.9,,,29.0,30.3,30.7,26.2,602.0
41.0,,,28.6,30.2,30.8,26.1,687.0
42.7,,,29.3,30.5,30.5,25.9,639.0
44.1,,,29.2,30.5,30.8,26.3,703.0
38.5,,,28.9,29.9,30.7,25.9,666.0
42.1,,,28.8,30.5,30.7,26.2,743.0
49.0,,,28.4,30.0,30.7,25.8,689.0
35.6,0.39,1599.0,28.5,30.5,30.8,25.9,614.0
39.6,0.5,1297.0,28.2,30.1,30.7,25.7,625.0
41.7,,,28.3,30.5,31.0,26.1,661.0
48.8,,,28.3,30.2,30.9,26.1,679.0
38.3,,,28.0,30.3,30.7,25.9,656.0
36.2,,,28.0,30.4,30.8,26.2,654.0
42.5,,,28.1,30.5,30.7,25.5,676.0
40.5,,,28.1,30.4,30.8,25.5,693.0
41.6,,,28.0,30.4,30.6,25.3,657.0
43.4,,,28.7,30.3,30.9,26.1,721.0
38.3,,,28.3,30.2,30.8,25.9,705.0
43.3,,,28.8,30.2,31.0,26.0,722.0
40.4,0.49,1387.0,28.8,30.5,30.7,25.8,673.0
40.7,,,29.0,30.5,30.7,25.7,729.0
41.3,,,28.3,30.5,30.8,25.7,713.0
44.5,0.5,1551.0,27.9,30.0,30.8,25.7,762.0
43.0,,,28.2,30.1,31.0,26.8,765.0
47.7,,,28.4,30.3,31.1,27.1,757.0
41.4,,,28.1,30.0,31.0,25.7,649.0
39.5,,,27.9,30.2,31.1,26.1,749.0
40.2,,,28.6,30.2,31.1,26.2,651.0
42.9,0.48,1357.0,29.0,30.3,31.1,26.1,661.0
43.8,0.5,1487.0,28.2,30.1,30.8,26.0,732.0
38.7,,,28.3,30.5,30.6,26.0,615.0
42.6,0.48,1592.0,27.8,30.3,30.5,26.3,772.0
40.3,,,28.4,30.4,30.2,26.2,657.0
43.0,,,28.4,30.2,30.7,26.0,724.0
43.1,,,28.2,30.1,30.4,25.8,743.0
41.4,0.48,1480.0,28.3,30.5,31.1,26.5,723.0
51.7,0.45,1516.0,28.2,30.6,30.9,26.1,680.0
41.4,,,28.3,30.4,30.9,26.4,692.0
41.6,,,29.2,30.6,30.9,26.3,685.0
40.4,,,29.1,30.4,30.9,26.4,716.0
42.4,0.52,1454.0,29.4,30.4,31.2,26.4,765.0
42.7,,,29.4,30.4,31.1,26.3,715.0
38.6,,,29.1,30.5,30.7,26.3,668.0
34.1,,,28.9,30.6,30.9,26.5,626.0
40.4,,,28.2,30.2,30.8,26.3,784.0
41.3,,,28.2,30.6,30.7,25.8,661.0
41.8,0.48,1373.0,28.1,30.1,30.8,25.9,683.0
40.6,,,28.1,30.3,30.6,26.0,645.0
44.8,,,28.7,30.4,30.6,25.5,671.0
45.9,,,28.6,30.1,30.8,26.2,757.0
43.7,,,28.5,30.3,30.8,26.3,648.0
43.1,,,28.4,30.3,30.9,26.3,720.0
45.4,,,28.1,30.1,30.7,25.6,705.0
40.0,,,28.4,30.4,30.9,26.2,616.0
37.6,0.48,1404.0,28.5,30.3,31.2,26.0,670.0
41.4,,,28.3,30.3,30.5,26.0,694.0
40.7,0.48,1359.0,28.5,30.6,30.9,26.1,662.0
41.3,0.49,1440.0,28.4,30.7,31.2,25.8,715.0
44.7,,,28.2,30.4,30.8,25.6,655.0
49.6,,,28.8,30.6,30.5,25.6,601.0
47.3,,,29.5,30.5,31.3,26.4,685.0
42.5,,,28.5,30.1,31.1,26.4,602.0
41.1,,,29.2,30.7,31.5,27.2,664.0
43.8,0.48,1413.0,29.7,30.7,31.8,27.1,683.0
45.2,0.5,1144.0,29.0,30.3,31.7,27.3,597.0
35.7,,,28.9,30.5,30.9,26.8,765.0
43.1,,,28.5,30.5,30.9,26.6,721.0
41.2,,,29.1,30.6,30.8,26.1,674.0
48.0,,,29.0,30.6,31.0,26.5,697.0
46.1,,,28.3,30.4,30.6,25.8,745.0
39.4,0.5,1374.0,29.0,30.6,31.4,26.6,689.0
41.7,,,28.7,30.5,30.9,26.4,678.0
40.2,,,28.8,30.2,30.7,26.6,659.0
46.4,,,28.9,30.5,31.8,27.1,665.0
47.2,0.53,1178.0,29.5,30.7,31.2,26.8,611.0
42.5,,,28.3,30.7,30.6,26.5,734.0
38.4,,,29.0,30.3,30.6,25.9,645.0
41.5,,,27.8,30.3,30.3,25.8,712.0
41.3,,,28.4,30.1,31.0,26.0,638.0
41.7,,,28.8,30.4,31.1,26.4,659.0
42.4,,,29.0,30.3,31.2,26.8,724.0
41.1,,,29.0,30.2,31.0,26.1,614.0
38.9,,,28.0,30.6,30.3,25.9,683.0
43.0,,,28.1,30.6,30.7,25.8,690.0
37.6,,,28.1,30.2,31.0,25.9,709.0
43.9,,,28.5,30.3,30.6,25.9,790.0
45.0,,,28.8,30.8,31.0,26.3,656.0
45.5,,,29.0,30.4,30.8,26.1,724.0
41.1,,,28.2,30.1,30.8,25.8,758.0
46.7,,,28.8,30.8,30.6,25.9,646.0
40.8,,,28.2,29.9,30.7,25.5,694.0
41.5,,,27.7,29.7,30.9,26.0,799.0
41.8,,,28.7,30.7,30.6,25.8,672.0
42.6,,,28.5,30.2,30.7,25.9,763.0
50.9,,,28.4,30.2,30.7,25.8,699.0
43.8,,,28.3,30.4,30.9,25.7,660.0
51.0,,,27.7,30.3,30.9,25.6,740.0
39.7,,,28.6,30.3,31.3,26.5,651.0
44.7,,,28.2,30.2,31.1,26.3,702.0
44.2,,,28.1,30.1,31.3,26.5,718.0
40.6,,,28.6,30.3,31.0,26.5,686.0
43.2,,,28.9,30.2,31.0,26.4,806.0
43.6,,,28.6,30.4,30.9,26.2,634.0
42.0,,,28.2,30.3,30.9,26.4,770.0
41.1,0.5,1382.0,28.4,30.3,30.7,26.1,699.0
38.8,,,28.8,30.5,31.1,26.3,687.0
42.8,,,28.9,30.5,31.0,26.2,718.0
41.8,,,29.0,30.9,31.3,26.2,619.0
46.1,,,29.2,30.9,31.2,26.3,700.0
42.8,,,28.9,30.3,30.7,26.2,673.0
42.0,,,28.4,30.2,30.5,26.1,683.0
42.8,,,28.8,30.5,30.4,26.3,578.0
40.8,0.49,1438.0,28.9,30.3,30.5,26.1,712.0
37.0,,,28.8,30.3,31.0,26.2,651.0
44.4,,,28.5,30.0,30.9,25.8,683.0
46.0,,,28.1,30.3,30.5,25.7,706.0
41.8,,,28.3,30.2,30.8,25.9,747.0
38.8,,,28.7,30.5,30.7,26.4,599.0
44.1,0.45,1776.0,28.5,30.0,30.9,25.4,774.0
34.4,,,28.8,30.3,30.8,26.1,555.0
52.3,0.45,1424.0,29.0,30.5,31.0,26.4,645.0
45.0,0.47,1314.0,28.3,30.6,30.5,25.9,610.0
37.2,0.49,1304.0,28.5,30.4,30.7,26.4,636.0
39.9,,,28.4,30.3,31.2,26.6,728.0
38.9,,,28.7,30.9,30.8,26.3,544.0
49.2,0.47,1521.0,28.4,30.3,30.9,25.6,742.0
47.7,,,27.9,30.3,30.5,25.9,735.0
42.1,,,28.3,30.3,30.8,26.4,682.0
47.2,0.45,1128.0,28.2,30.2,31.6,27.6,507.0
35.8,,,28.7,30.5,30.8,26.8,596.0
36.6,0.47,1460.0,28.3,30.2,30.7,26.3,690.0
39.6,,,27.9,30.5,30.7,26.3,753.0
37.8,,,29.0,30.4,30.6,26.3,682.0
36.2,,,28.5,30.5,30.6,26.2,699.0
43.2,,,29.1,30.7,30.7,26.5,623.0
47.8,0.49,1410.0,28.5,30.1,30.5,26.0,681.0
50.7,0.49,1445.0,28.3,30.2,30.7,26.1,716.0
40.4,,,28.2,30.3,30.9,26.2,712.0
44.5,,,29.0,30.3,31.1,26.2,713.0
46.1,,,29.6,30.5,31.2,26.1,718.0
42.3,,,28.5,30.4,30.6,26.0,753.0
44.6,0.46,1501.0,28.6,30.2,30.8,26.1,671.0
35.8,,,28.3,30.2,30.7,26.0,753.0
43.1,,,28.6,30.2,30.7,26.0,732.0
33.6,0.49,1251.0,28.8,30.5,31.3,26.6,597.0
41.8,0.49,1410.0,28.6,30.5,30.8,26.4,685.0
37.7,,,28.9,30.5,30.7,26.1,644.0
43.7,,,28.9,30.2,30.5,26.1,692.0
50.3,,,28.7,30.2,30.6,25.9,714.0
46.7,0.4,1558.0,28.9,30.4,31.3,26.1,624.0
52.0,0.48,1406.0,28.6,30.1,31.1,26.1,693.0
39.3,,,27.9,30.1,31.2,26.4,692.0
40.7,,,28.8,30.7,30.5,25.9,649.0
41.2,,,28.7,30.4,30.9,26.1,675.0
41.9,,,28.6,30.2,31.3,26.3,647.0
45.7,,,29.0,30.3,30.9,25.9,647.0
40.6,0.46,1110.0,29.4,30.5,30.8,26.3,504.0
43.0,,,28.7,30.5,30.7,26.1,671.0
47.3,0.5,1234.0,28.7,30.5,31.1,26.3,606.0
46.9,0.47,1530.0,28.5,30.3,30.9,26.1,734.0
43.2,,,28.5,30.3,30.8,25.9,671.0
49.2,0.47,1452.0,28.2,30.3,31.1,26.2,682.0
42.1,0.45,1527.0,28.0,30.2,30.6,26.1,680.0
45.1,,,28.5,30.3,30.5,25.9,673.0
46.8,,,28.7,30.2,30.2,26.0,738.0
39.4,,,28.9,30.6,31.0,25.9,666.0
47.3,0.42,1237.0,28.8,30.1,31.2,26.3,539.0
45.9,,,28.6,30.3,30.8,26.1,713.0
44.5,,,28.6,30.6,30.4,25.8,672.0
43.7,,,27.8,30.0,30.8,25.9,712.0
42.0,,,28.3,29.9,30.3,25.7,703.0
36.9,0.46,1361.0,28.7,30.1,31.1,26.6,647.0
47.2,,,28.4,30.6,30.5,25.9,683.0
46.2,0.47,1096.0,28.9,30.4,31.2,27.0,536.0
42.6,,,29.0,30.8,30.7,26.3,658.0
47.7,,,28.4,30.3,30.7,26.1,689.0
44.4,,,28.5,30.1,30.7,26.4,611.0
43.9,,,28.6,30.4,30.6,26.1,707.0
42.7,,,29.6,30.4,30.7,26.2,651.0
41.9,,,28.8,30.4,30.5,25.8,711.0
47.1,0.46,1367.0,28.7,30.4,30.7,26.0,624.0
47.3,,,28.5,30.1,31.0,26.3,763.0
41.1,,,28.4,30.1,31.5,26.6,612.0
44.6,0.48,1241.0,28.8,30.6,31.2,26.5,592.0
29.7,0.49,969.0,29.7,30.5,31.3,26.4,468.0
43.1,0.46,1684.0,28.2,30.1,30.8,25.9,772.0
52.1,,,29.6,30.5,31.0,26.3,571.0
41.4,,,28.9,30.3,30.8,25.7,730.0
47.3,,,28.0,30.3,30.4,25.6,666.0
40.7,,,28.3,29.9,31.0,26.1,645.0
45.0,,,28.9,30.5,31.2,26.5,494.0
47.4,,,28.8,30.4,30.8,26.2,664.0
42.1,0.46,1506.0,28.2,30.3,30.7,26.3,720.0
50.6,0.49,1147.0,29.0,30.9,31.5,26.7,572.0
32.7,0.49,1128.0,28.7,30.8,30.8,26.5,565.0
49.3,,,28.3,30.6,30.6,25.7,710.0
43.1,,,28.0,30.5,30.5,25.3,747.0
43.1,,,28.2,30.1,31.0,26.2,686.0
45.5,,,28.5,30.0,30.8,26.0,729.0
47.0,0.46,1326.0,28.6,30.3,30.9,26.3,614.0
42.3,0.37,1224.0,28.5,30.3,30.9,25.6,454.0
29.4,0.45,1232.0,27.9,29.8,31.0,25.5,542.0
32.9,0.37,943.0,28.6,30.2,30.9,26.0,360.0
39.3,0.46,1352.0,28.7,30.4,31.1,26.4,617.0
45.1,0.52,1302.0,28.8,30.8,30.8,26.4,684.0
32.6,,,28.8,30.2,30.7,26.2,422.0
42.9,0.45,1590.0,28.4,30.4,30.8,26.5,702.0
41.2,,,29.0,30.7,30.7,26.1,652.0
46.4,,,28.5,30.4,30.6,26.0,672.0
41.6,,,27.8,30.4,31.4,26.4,669.0
27.0,0.47,1222.0,28.8,30.6,30.5,26.6,569.0
29.4,0.37,1213.0,28.6,30.8,31.2,26.4,453.0
32.5,0.45,1082.0,29.9,31.0,31.5,26.7,491.0
45.4,,,28.8,30.6,30.6,25.9,719.0
43.4,,,28.3,30.2,30.6,25.6,714.0
40.7,0.5,1180.0,31.0,31.3,31.3,26.5,599.0
44.7,,,29.7,30.8,30.8,25.9,714.0
30.7,0.48,1230.0,28.6,30.8,30.8,26.1,586.0
34.7,0.49,1321.0,28.3,30.5,30.8,26.4,646.0
38.4,,,28.8,30.7,30.8,26.3,639.0
35.8,,,29.0,30.5,31.1,26.0,686.0
44.3,0.47,1293.0,28.6,30.6,30.8,26.0,614.0
46.0,0.49,1354.0,28.3,30.4,30.7,26.2,674.0
38.2,0.5,1148.0,28.5,31.0,31.0,27.1,564.0
33.6,,,28.3,30.5,30.6,26.0,658.0
36.6,0.44,1446.0,28.4,30.5,30.7,26.2,645.0
39.5,,,28.3,30.2,30.7,26.2,581.0
35.0,0.44,1562.0,28.1,30.4,30.7,26.0,692.0
43.3,,,29.1,30.4,30.6,26.2,721.0
32.6,0.42,1150.0,29.8,30.8,30.8,26.1,498.0
44.1,,,28.6,30.0,31.0,25.8,778.0
36.0,,,28.7,30.5,30.7,25.9,540.0
41.0,,,30.4,31.0,30.9,26.0,733.0
40.7,0.46,1497.0,28.7,30.3,30.6,26.0,687.0
39.1,,,28.8,30.3,30.7,25.9,637.0
30.1,,,28.7,30.5,30.6,26.1,587.0
38.3,,,28.8,30.4,30.5,25.2,717.0
42.4,0.35,1243.0,29.6,30.5,30.5,25.2,436.0
39.8,,,28.3,30.3,30.6,25.2,653.0
39.5,,,29.5,30.5,30.7,25.4,427.0
37.3,,,29.2,30.9,30.8,26.0,592.0
39.2,,,28.4,30.3,30.6,25.6,650.0
45.2,,,28.2,30.4,30.7,26.0,671.0
35.3,,,28.2,30.3,30.8,25.9,648.0
37.8,,,28.6,30.2,31.2,26.1,716.0
